bordId;datumPlaat_v2;aanzichtid_v2;opstelling_v2;copyDatum_v2;xcoord_v2;ycoord_v2;bordcode;parameters_v2;name;help;wiki;key;value;confusion_possible
2638776;9/16/2021;1746794;1229818;9/16/2021;81038,1900999993;175940,840100002;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2638782;9/16/2021;1746798;1229820;9/16/2021;80669,8000999987;175808,0801;F45b; ;No exit, except for bicycle;If you add a no_exit tag, it should be added to the final node and not to the way. This is not really necessary.;Key:no_exit;no_exit:bicycle;no; 
2628885;8/31/2021;1741486;1227751;9/16/2021;157548,870099999;209411,3101;F49; ;Pedestrian crossing; ; ;highway;crossing; 
2628917;8/31/2021;1741503;1227758;9/16/2021;157367,060099997;209575,020100001;F49; ;Pedestrian crossing; ; ;highway;crossing; 
2638758;9/16/2021;1746778;1229812;9/16/2021;211239,910099998;200750,380100001;F49; ;Pedestrian crossing; ; ;highway;crossing; 
2638765;9/16/2021;1746783;1229814;9/16/2021;210628,8301;200374,370099999;F49; ;Pedestrian crossing; ; ;highway;crossing; 
2638766;9/16/2021;1746784;1229815;9/16/2021;210660,800099999;200422,160100002;F49; ;Pedestrian crossing; ; ;highway;crossing; 
2624742;8/24/2021;1739030;1226994;9/16/2021;158057,520099998;210323,980099998;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2624743;8/24/2021;1739031;1226995;9/16/2021;158054,130099997;210324,820099998;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2624907;8/24/2021;1739122;1227039;9/16/2021;149440,250100002;224934,890700001;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2629750;9/2/2021;1741909;1227966;9/16/2021;31368,2501000017;197672,280099999;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2635531;8/24/2021;1745033;1207247;9/16/2021;102676,028099999;196286,0471;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2635710;9/6/2021;1745134;1209450;9/16/2021;103526,467100002;187607,3631;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2635718;8/30/2021;1745140;1209632;9/16/2021;104365,867700003;189099,614700001;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2635909;8/25/2021;1745252;1214172;9/16/2021;109027,549099997;191247,130100001;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2635944;9/6/2021;1745272;1212377;9/16/2021;107386,189099997;191471,283300001;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2636812;9/14/2021;1745688;1229404;9/16/2021;222954,000100002;202771,750100002;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2636814;9/14/2021;1745690;1229406;9/16/2021;222944,750100002;202771,000100002;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2637806;8/24/2021;1746202;1229600;9/16/2021;107486,4023;191377,228500001;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2637824;9/6/2021;1746210;1229601;9/16/2021;107386,189099997;191471,283300001;F4a; ;Speed limit zone;Choose from: 20, 30, 50, 70; ; ; ; 
2628621;8/31/2021;1741338;1227680;9/16/2021;31363,5900999978;197670,450100001;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2635700;8/30/2021;1745128;1209324;9/16/2021;104361,646899998;189090,270300001;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2635765;9/6/2021;1745167;1208489;9/16/2021;103517,305100001;187620,5931;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2635928;8/24/2021;1745261;1229241;9/16/2021;109025,145900004;191236,2947;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2636813;9/14/2021;1745689;1229405;9/16/2021;222947,500100002;202768,625100002;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2636815;9/14/2021;1745691;1229407;9/16/2021;222942,250100002;202777,625100002;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2637803;8/24/2021;1746201;1229599;9/16/2021;107454,078900002;191398,818300001;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2637812;9/6/2021;1746205;1229239;9/16/2021;107371,156499997;191471,500300001;F4b; ;End of speed limit zone;If the zone wasn't inside city limits, change zone:traffic and new maxspeed accordingly. The following tags could be applied more intelligently. These 2 only apply when coming out of most zone30.; ;maxspeed;50; 
2629588;9/1/2021;1741817;1227911;9/16/2021;235300,890699998;204026,2031;F50; ;Bicycle crossing; ; ;bicycle;yes; 
2630014;9/2/2021;1742065;807108;9/16/2021;82580,2391000018;193488,3171;F50; ;Bicycle crossing; ; ;bicycle;yes; 
2630079;9/2/2021;1742131;1228058;9/16/2021;79763,5900999978;194782,070099998;F50; ;Bicycle crossing; ; ;bicycle;yes; 
2630088;9/2/2021;1742146;1228066;9/16/2021;79802,4601000026;194791,8301;F50; ;Bicycle crossing; ; ;bicycle;yes; 
2632703;9/1/2021;1743648;1228638;9/16/2021;235300,890699998;204026,2031;F50; ;Bicycle crossing; ; ;bicycle;yes; 
2628583;8/31/2021;1741314;1227671;9/16/2021;31519,2901000008;197666,7601;F87; ;Speed bump; ;Key:traffic_calming;traffic_calming;bump; 
2628601;8/31/2021;1741324;1227676;9/16/2021;31558,820100002;197669,590100002;F87; ;Speed bump; ;Key:traffic_calming;traffic_calming;bump; 
2628609;8/31/2021;1741329;1227677;9/16/2021;31538,6801000014;197689,340100002;F87; ;Speed bump; ;Key:traffic_calming;traffic_calming;bump; 
2628622;8/31/2021;1741338;1227680;9/16/2021;31363,5900999978;197670,450100001;F87; ;Speed bump; ;Key:traffic_calming;traffic_calming;bump; 
2629753;9/2/2021;1741911;1227967;9/16/2021;31376,570100002;197676,780099999;F87; ;Speed bump; ;Key:traffic_calming;traffic_calming;bump; 
2638442;9/15/2021;1746568;1229720;9/16/2021;51409,5375000015;191979,7313;F87; ;Speed bump; ;Key:traffic_calming;traffic_calming;bump; 
2622163;8/19/2021;1737475;1226426;9/16/2021;250423,125100002;161017,125100002;F99c; ;Access only for pedestrians, cyclists, horses and agricultural; ; ;agricultural;yes; 
2637294;9/15/2021;1745955;1229507;9/16/2021;156851,540100001;229886,460099999;F99c; ;Access only for pedestrians, cyclists, horses and agricultural; ; ;agricultural;yes; 
2635607;9/1/2021;1745074;1229152;9/16/2021;104806,225500003;196497,0035;M1; ;Only for bicycles;Check access and BICYCLE PARKING tags!!!Placed under sign B1, B5 or E9a when that sign only applies to bicycles.; ;amenity;bicycle_parking; 
2630407;9/2/2021;1742380;1228161;9/16/2021;79041,5600999966;196189,590100002;M4; ;Not oneway for bicycles;Check ONEWAY tags and way direction!!! Placed under sign F19: when cyclists are allowed to ride in both directions on a one-way road; ;oneway:bicycle;no; 
2637792;8/24/2021;1746196;1212939;9/16/2021;107421,463699996;191509,5645;M4; ;Not oneway for bicycles;Check ONEWAY tags and way direction!!! Placed under sign F19: when cyclists are allowed to ride in both directions on a one-way road; ;oneway:bicycle;no; 
2637924;9/16/2021;1746269;1229619;9/16/2021;77013,9900999963;174285,820099998;M4; ;Not oneway for bicycles;Check ONEWAY tags and way direction!!! Placed under sign F19: when cyclists are allowed to ride in both directions on a one-way road; ;oneway:bicycle;no; 
2638022;9/16/2021;1746335;1229658;9/16/2021;77061,7000999972;174247,480099998;M4; ;Not oneway for bicycles;Check ONEWAY tags and way direction!!! Placed under sign F19: when cyclists are allowed to ride in both directions on a one-way road; ;oneway:bicycle;no; 
2638031;9/16/2021;1746339;1229661;9/16/2021;77007,7300999984;174173,620099999;M4; ;Not oneway for bicycles;Check ONEWAY tags and way direction!!! Placed under sign F19: when cyclists are allowed to ride in both directions on a one-way road; ;oneway:bicycle;no; 
2600759;9/1/2021;1724808;1222668;9/16/2021;30749,3751000017;200536,375100002;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
2626455;8/26/2021;1740005;1227346;9/16/2021;173908,625100002;182582,906300001;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
2627116;8/29/2021;1740382;1227469;9/16/2021;176752,271899998;181922,210299999;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
2627125;8/29/2021;1740386;1227471;9/16/2021;175975,146899998;183732,335299999;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
2627129;8/29/2021;1740388;1227473;9/16/2021;176006,521899998;183848,897700001;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
2627348;8/30/2021;1740509;1227539;9/16/2021;174845,250100002;182674,968699999;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
2628436;8/30/2021;1741214;1227646;9/16/2021;176597,781300001;181929,4375;M5; ;Not oneway for bicycles and mofas;Check ONEWAY tags!!! Placed under sign F19 when cyclists and mopeds class A are allowed to ride in both directions on a one-way road.; ;oneway:mofa;no; 
