bordId;datumPlaat_v2;aanzichtid_v2;opstelling_v2;copyDatum_v2;xcoord_v2;ycoord_v2;bordcode;parameters_v2;name;help;wiki;key;value;confusion_possible
2629030;8/31/2021;1741577;1227807;9/16/2021;81536,1101000011;192974,800099999;B1; ;Give way; ;Key:give_way; ; ;1
2630016;9/2/2021;1742068;806955;9/16/2021;82914,5341000035;193891,8981;B1; ;Give way; ;Key:give_way; ; ;1
2630120;9/2/2021;1742178;1228077;9/16/2021;80712,9301000014;193814,0601;B1; ;Give way; ;Key:give_way; ; ;1
2630147;9/1/2021;1742200;1228088;9/16/2021;82832,2600999996;192803,1501;B1; ;Give way; ;Key:give_way; ; ;1
2630180;9/2/2021;1742227;1228100;9/16/2021;83233,5100999996;192979,860100001;B1; ;Give way; ;Key:give_way; ; ;1
2630346;9/2/2021;1742341;1228139;9/16/2021;81194,6701000035;193826,250100002;B1; ;Give way; ;Key:give_way; ; ;1
2630536;9/2/2021;1742432;996205;9/16/2021;80407,3436999992;194677,6875;B1; ;Give way; ;Key:give_way; ; ;1
2631043;9/2/2021;1742665;1227737;9/16/2021;78560,2215000018;202258,7991;B1; ;Give way; ;Key:give_way; ; ;1
2631233;9/7/2021;1742793;1228349;9/16/2021;69452,4375;211462,500100002;B1; ;Give way; ;Key:give_way; ; ;1
2631781;9/8/2021;1743146;1228451;9/16/2021;164783,148699999;182101,895100001;B1; ;Give way; ;Key:give_way; ; ;1
2631946;9/8/2021;1743249;1225968;9/16/2021;70019,9913000017;203289,0299;B1; ;Give way; ;Key:give_way; ; ;1
2632609;9/6/2021;1743589;1228273;9/16/2021;76275,8605000004;200556,166900001;B1; ;Give way; ;Key:give_way; ; ;1
2633929;9/10/2021;1744138;1228830;9/16/2021;55188,4375;202826,5625;B1; ;Give way; ;Key:give_way; ; ;1
2635225;8/31/2021;1744859;1199858;9/16/2021;106338,041299999;193816,816100001;B1; ;Give way; ;Key:give_way; ; ;1
2635466;9/3/2021;1745001;1229106;9/16/2021;102510,566500001;194094,8565;B1; ;Give way; ;Key:give_way; ; ;1
2635698;8/30/2021;1745128;1209324;9/16/2021;104361,646899998;189090,270300001;B1; ;Give way; ;Key:give_way; ; ;1
2635824;9/3/2021;1745204;1229212;9/16/2021;105708,871100001;191332,668099999;B1; ;Give way; ;Key:give_way; ; ;1
2636459;9/14/2021;1745493;1229321;9/16/2021;206137,963699996;200285,3101;B1; ;Give way; ;Key:give_way; ; ;1
2636645;9/14/2021;1745594;1229374;9/16/2021;119485,670100003;193020,460099999;B1; ;Give way; ;Key:give_way; ; ;1
2636648;9/14/2021;1745595;1229375;9/16/2021;119520,795100003;192988,710099999;B1; ;Give way; ;Key:give_way; ; ;1
2636730;9/15/2021;1745636;1229394;9/16/2021;105293,520099998;209980,0801;B1; ;Give way; ;Key:give_way; ; ;1
2636734;9/15/2021;1745639;1229397;9/16/2021;105569,490099996;210152,7601;B1; ;Give way; ;Key:give_way; ; ;1
2636847;9/15/2021;1745712;1229414;9/16/2021;159597,670100003;205402,030099999;B1; ;Give way; ;Key:give_way; ; ;1
2636995;9/14/2021;1745804;1229447;9/16/2021;119520,795100003;192988,710099999;B1; ;Give way; ;Key:give_way; ; ;1
2636998;9/14/2021;1745807;1229448;9/16/2021;119485,670100003;193020,460099999;B1; ;Give way; ;Key:give_way; ; ;1
2637280;9/15/2021;1745945;1229502;9/16/2021;156850,800099999;229869,730099998;B1; ;Give way; ;Key:give_way; ; ;1
2637800;8/24/2021;1746200;1213602;9/16/2021;107431,786499999;191514,2907;B1; ;Give way; ;Key:give_way; ; ;1
2637801;8/24/2021;1746201;1229599;9/16/2021;107454,078900002;191398,818300001;B1; ;Give way; ;Key:give_way; ; ;1
2637910;9/16/2021;1746261;1229614;9/16/2021;76995,4301000014;174340,790100001;B1; ;Give way; ;Key:give_way; ; ;1
2637912;9/16/2021;1746262;1229615;9/16/2021;77241,1801000014;174177,210099999;B1; ;Give way; ;Key:give_way; ; ;1
2637927;9/16/2021;1746270;1229620;9/16/2021;76975,2300999984;174313,5101;B1; ;Give way; ;Key:give_way; ; ;1
2637946;9/16/2021;1746284;57783;9/16/2021;207720,687899999;168622,991900001;B1; ;Give way; ;Key:give_way; ; ;1
2638039;9/16/2021;1746343;1229662;9/16/2021;77001,4900999963;174178,2601;B1; ;Give way; ;Key:give_way; ; ;1
2638089;9/16/2021;1746376;1229674;9/16/2021;207668,469099998;168500,804499999;B1; ;Give way; ;Key:give_way; ; ;1
2638570;9/16/2021;1746652;1229770;9/16/2021;160095,2685;177143,572900001;B1; ;Give way; ;Key:give_way; ; ;1
2638653;9/16/2021;1746700;1229796;9/16/2021;82544,5900999978;174960,320099998;B1; ;Give way; ;Key:give_way; ; ;1
2630146;9/3/2021;1742197;1228086;9/16/2021;81136,1600999981;193722,370099999;B5; ;Stop sign; ;Key:stop; ; ;1
2630195;9/1/2021;1742250;1228112;9/16/2021;155643,552699998;178561,660300002;B5; ;Stop sign; ;Key:stop; ; ;1
2634002;9/13/2021;1744185;1228839;9/16/2021;50059,6251000017;186196,281300001;B5; ;Stop sign; ;Key:stop; ; ;1
2638146;9/16/2021;1746416;59488;9/16/2021;207652,687899999;168422,710700002;B5; ;Stop sign; ;Key:stop; ; ;1
2600760;9/1/2021;1724809;1222667;9/16/2021;30650,6251000017;200523,750100002;C1; ;One-way street; ;Key:oneway; ; ;1
2625261;8/25/2021;1739337;1227099;9/16/2021;41676,6251000017;209946,5625;C1; ;One-way street; ;Key:oneway; ; ;1
2626453;8/26/2021;1740004;1227345;9/16/2021;173937,3125;182461,093699999;C1; ;One-way street; ;Key:oneway; ; ;1
2627114;8/29/2021;1740381;1227470;9/16/2021;176627,7095;181884,585299999;C1; ;One-way street; ;Key:oneway; ; ;1
2627165;8/29/2021;1740410;1227480;9/16/2021;176090,771899998;183834,960299999;C1; ;One-way street; ;Key:oneway; ; ;1
2627279;8/30/2021;1740479;1227530;9/16/2021;176285,031300001;181859,093699999;C1; ;One-way street; ;Key:oneway; ; ;1
2627321;8/30/2021;1740497;1227533;9/16/2021;173886,6875;182710,093699999;C1; ;One-way street; ;Key:oneway; ; ;1
2627342;8/30/2021;1740507;1227538;9/16/2021;174795,125100002;182796,156300001;C1; ;One-way street; ;Key:oneway; ; ;1
2630025;9/3/2021;1742073;1228034;9/16/2021;81176,4301000014;191429,410100002;C1; ;One-way street; ;Key:oneway; ; ;1
2630046;9/3/2021;1742090;1228041;9/16/2021;219692,656300001;180158,593699999;C1; ;One-way street; ;Key:oneway; ; ;1
2633285;9/10/2021;1743903;1228750;9/16/2021;88396,9900999963;202376,9201;C1; ;One-way street; ;Key:oneway; ; ;1
2633501;9/10/2021;1743977;1228777;9/16/2021;88173,4701000005;202525,720100001;C1; ;One-way street; ;Key:oneway; ; ;1
2633752;9/10/2021;1744040;1228799;9/16/2021;88147,1262999997;202524,648699999;C1; ;One-way street; ;Key:oneway; ; ;1
2635877;9/3/2021;1745234;1214847;9/16/2021;105160,235100001;191805,939100001;C1; ;One-way street; ;Key:oneway; ; ;1
2637923;9/16/2021;1746268;1229618;9/16/2021;77027,8400999978;174264,1701;C1; ;One-way street; ;Key:oneway; ; ;1
2637930;9/16/2021;1746271;1229621;9/16/2021;76970,9800999984;174307,290100001;C1; ;One-way street; ;Key:oneway; ; ;1
2638029;9/16/2021;1746338;1229660;9/16/2021;77057,2600999996;174239,660100002;C1; ;One-way street; ;Key:oneway; ; ;1
2621403;8/18/2021;1736980;1226272;9/16/2021;41631,0313000008;209423,281300001;C11; ;Bicycles prohibited; ;Key:bicycle; ; ;1
2621420;8/18/2021;1736993;1226278;9/16/2021;41537,2813000008;209656,5625;C11; ;Bicycles prohibited; ;Key:bicycle; ; ;1
2621936;8/19/2021;1737330;1226416;9/16/2021;250062,375100002;161394,750100002;C21;2;Weight limit; ;Key:maxweight; ; ;1
2621965;8/19/2021;1737350;1226421;9/16/2021;250059,625100002;161398,500100002;C21;2;Weight limit; ;Key:maxweight; ; ;1
2626454;8/26/2021;1740005;1227346;9/16/2021;173908,625100002;182582,906300001;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2627069;8/29/2021;1740356;1227461;9/16/2021;176580,271899998;182939,460299999;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2627079;8/29/2021;1740359;1227462;9/16/2021;176884,9595;183544,835299999;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2628438;8/30/2021;1741214;1227646;9/16/2021;176597,781300001;181929,4375;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2629039;8/31/2021;1741581;1227809;9/16/2021;81476,3000999987;192985,0601;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2629077;8/31/2021;1741608;788023;9/16/2021;79147,9201000035;196650,701099999;C21;5;Weight limit; ;Key:maxweight; ; ;1
2629093;8/31/2021;1741617;788022;9/16/2021;79124,4641000032;197244,838100001;C21;5;Weight limit; ;Key:maxweight; ; ;1
2629229;8/31/2021;1741659;995848;9/16/2021;81478,1251000017;192995,656300001;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630152;9/1/2021;1742202;1228089;9/16/2021;82841,7400999963;192806,430100001;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630159;9/2/2021;1742209;1228092;9/16/2021;84904,2600999996;193129,0601;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630162;9/2/2021;1742212;1228094;9/16/2021;83093,0600999966;192904,0801;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630167;9/3/2021;1742217;1228096;9/16/2021;83435,9800999984;192984,960099999;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630177;9/2/2021;1742222;1228098;9/16/2021;83267,7201000005;192973,570099998;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630179;9/3/2021;1742224;1228099;9/16/2021;83234,2300999984;192993,680100001;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630187;9/2/2021;1742235;1228103;9/16/2021;83531,5200999975;194821,210099999;C21;"neen|C21|[""400"",3.5]|Uitgezonderd
plaatselijke
bediening";Weight limit; ;Key:maxweight; ; ;1
2630188;9/2/2021;1742237;1228104;9/16/2021;83527,0900999978;194838,450100001;C21;"ja|C21|[""400"",3.5]|Uitgezonderd
plaatselijke
bediening";Weight limit; ;Key:maxweight; ; ;1
2630237;9/2/2021;1742284;1221712;9/16/2021;78850,9697000012;196769,674899999;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2630448;9/2/2021;1742396;1228169;9/16/2021;78865,7400999963;196772,270100001;C21;3.5;Weight limit; ;Key:maxweight; ; ;1
2638723;9/16/2021;1746750;1229810;9/16/2021;81247,2101000026;175032,280099999;C21;5.5;Weight limit; ;Key:maxweight; ; ;1
2627686;8/30/2021;1740704;1227604;9/16/2021;82136,7801000029;192450,940099999;C23; ;Heavy goods vehicles prohibited; ;Key:hgv; ; ;1
2630012;9/2/2021;1742063;806864;9/16/2021;82554,9001000002;193472,0801;C23; ;Heavy goods vehicles prohibited; ;Key:hgv; ; ;1
2630111;9/1/2021;1742171;1228076;9/16/2021;80418,0100999996;194653,820099998;C23; ;Heavy goods vehicles prohibited; ;Key:hgv; ; ;1
2629902;9/2/2021;1742005;1228002;9/16/2021;146149,0079;157729,647100002;C25;10;Length limit; ;Key:maxlength; ; ;1
2633960;9/1/2021;1744152;421162;9/16/2021;70113,4601000026;211674,245099999;C25;8;Length limit; ;Key:maxlength; ; ;1
2634041;9/1/2021;1744211;1228851;9/16/2021;70122,8975000009;211880,495099999;C25;8;Length limit; ;Key:maxlength; ; ;1
2627094;8/29/2021;1740369;1227466;9/16/2021;84593,3751000017;200127,875100002;C29;2.8;Height limit; ;Key:maxheight; ; ;1
2630790;9/3/2021;1742537;1228215;9/16/2021;85022,7501000017;198222,031300001;C29;3.8;Height limit; ;Key:maxheight; ; ;1
2630894;9/3/2021;1742568;1228230;9/16/2021;85022,7501000017;198222,031300001;C29;3.8;Height limit; ;Key:maxheight; ; ;1
2624791;8/24/2021;1739058;1227011;9/16/2021;124224,9001;199323,0601;C3; ;All vehicles prohibited; ; ; ; ;1
2627102;8/29/2021;1740373;1227468;9/16/2021;177563,5845;182927,897700001;C3; ;All vehicles prohibited; ; ; ; ;1
2628817;8/31/2021;1741445;1227729;9/16/2021;184337,770099998;209238,340100002;C3; ;All vehicles prohibited; ; ; ; ;1
2628849;8/31/2021;1741462;1227741;9/16/2021;157941,950099997;209265,790100001;C3; ;All vehicles prohibited; ; ; ; ;1
2629070;8/31/2021;1741604;1221838;9/16/2021;80009,3652999997;197282,611499999;C3; ;All vehicles prohibited; ; ; ; ;1
2629292;8/31/2021;1741693;1227849;9/16/2021;81728,3901000023;192863,130100001;C3; ;All vehicles prohibited; ; ; ; ;1
2629617;9/1/2021;1741841;1227930;9/16/2021;148196,0625;194353,375100002;C3; ;All vehicles prohibited; ; ; ; ;1
2629815;9/1/2021;1741956;1227977;9/16/2021;148196,0625;194353,375100002;C3; ;All vehicles prohibited; ; ; ; ;1
2630328;9/2/2021;1742335;806922;9/16/2021;80590,5551000014;193546,0381;C3; ;All vehicles prohibited; ; ; ; ;1
2630408;9/2/2021;1742380;1228161;9/16/2021;79041,5600999966;196189,590100002;C3; ;All vehicles prohibited; ; ; ; ;1
2631776;9/8/2021;1743142;1228450;9/16/2021;164779,336300001;182097,770100001;C3;"neen|C3|[""400""]|50";All vehicles prohibited; ; ; ; ;1
2631780;9/8/2021;1743146;1228451;9/16/2021;164783,148699999;182101,895100001;C3;"ja|C3|[""400""]|50";All vehicles prohibited; ; ; ; ;1
2631960;9/8/2021;1743257;1228516;9/16/2021;161899,915100001;180136,915100001;C3;"ja|C3|[""400""]|30";All vehicles prohibited; ; ; ; ;1
2633206;8/18/2021;1743876;991416;9/16/2021;70519,5625;210773,875100002;C3; ;All vehicles prohibited; ; ; ; ;1
2633209;8/18/2021;1743877;991418;9/16/2021;70514,8125;210770,375100002;C3; ;All vehicles prohibited; ; ; ; ;1
2635406;9/3/2021;1744971;1229088;9/16/2021;102533,298699997;194080,298300002;C3; ;All vehicles prohibited; ; ; ; ;1
2635413;9/10/2021;1744974;1229090;9/16/2021;102571,572300002;193958,474100001;C3; ;All vehicles prohibited; ; ; ; ;1
2635423;9/3/2021;1744979;1229093;9/16/2021;102517,591300003;194104,7969;C3; ;All vehicles prohibited; ; ; ; ;1
2635439;9/3/2021;1744987;1229096;9/16/2021;102180,4811;194393,480099998;C3; ;All vehicles prohibited; ; ; ; ;1
2635446;9/3/2021;1744990;1229099;9/16/2021;102513,292300001;194099,718699999;C3; ;All vehicles prohibited; ; ; ; ;1
2635458;9/10/2021;1744996;1203885;9/16/2021;102565,460500002;193969,520500001;C3; ;All vehicles prohibited; ; ; ; ;1
2635478;9/3/2021;1745008;1204598;9/16/2021;102478,103100002;194113,2663;C3; ;All vehicles prohibited; ; ; ; ;1
2636799;9/14/2021;1745683;1229400;9/16/2021;223250,250100002;202996,500100002;C3; ;All vehicles prohibited; ; ; ; ;1
2636802;9/14/2021;1745685;1229402;9/16/2021;223195,000100002;202691,875100002;C3; ;All vehicles prohibited; ; ; ; ;1
2636806;9/14/2021;1745686;1229403;9/16/2021;222957,750100002;202775,000100002;C3; ;All vehicles prohibited; ; ; ; ;1
2637740;9/3/2021;1746177;1229590;9/16/2021;102478,103100002;194113,2663;C3; ;All vehicles prohibited; ; ; ; ;1
2637795;8/31/2021;1746198;1213181;9/16/2021;107158,676100001;191783,969099998;C3; ;All vehicles prohibited; ; ; ; ;1
2586905;9/1/2021;1716511;1219617;9/16/2021;80851,7841000035;178411,126899999;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2620342;8/18/2021;1736450;1226102;9/16/2021;252610,750100002;161356,500100002;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2621910;8/19/2021;1737317;1226414;9/16/2021;250090,625100002;161157,000100002;C43;Neen|30;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2621915;8/19/2021;1737319;1226415;9/16/2021;249831,875100002;161267,375100002;C43;Neen|30;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2626378;8/26/2021;1739951;1227324;9/16/2021;103236,238899998;190905,267099999;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2626619;8/27/2021;1740110;1227370;9/16/2021;158921,618500002;193604,752099998;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2626625;8/27/2021;1740113;1227378;9/16/2021;158921,618500002;193604,752099998;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627006;8/29/2021;1740323;1227449;9/16/2021;173604,271899998;181701,647700001;C43;"neen|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627008;8/29/2021;1740325;1227451;9/16/2021;173596,271899998;181729,647700001;C43;"ja|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627009;8/29/2021;1740326;1227452;9/16/2021;173650,271899998;181888,647700001;C43;"ja|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627115;8/29/2021;1740382;1227469;9/16/2021;176752,271899998;181922,210299999;C43;Neen|30;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627271;8/30/2021;1740476;1227527;9/16/2021;174248,250100002;182231,1875;C43;Neen|30;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627297;8/30/2021;1740488;1227532;9/16/2021;177375,156300001;182233,906300001;C43;"neen|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627319;8/30/2021;1740497;1227533;9/16/2021;173886,6875;182710,093699999;C43;"neen|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627371;8/30/2021;1740522;1227549;9/16/2021;173322,9375;185501,281300001;C43;"neen|C43|[""400"",""Neen"",""50""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627373;8/30/2021;1740524;1227551;9/16/2021;173333,9375;185494,781300001;C43;"ja|C43|[""400"",""Neen"",""50""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2627504;8/30/2021;1740594;1227574;9/16/2021;81615,1501000002;192683,9001;C43;"ja|C43|[""400"",""Ja"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628325;8/31/2021;1741134;1227623;9/16/2021;173635,093699999;181887,000100002;C43;"neen|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628475;9/14/2021;1741240;1227649;9/16/2021;166409,2337;207882,024900001;C43;"ja|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628535;9/14/2021;1741285;1227662;9/16/2021;166423,2425;207886,493099999;C43;"neen|C43|[""400"",""Neen"",""30""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628933;8/31/2021;1741513;1227763;9/16/2021;157492,310099997;208671,590100002;C43;"neen|C43|[""400"",""Neen"",""50""]|";Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628994;8/26/2021;1741552;1227792;9/16/2021;162827,972499996;180884,156500001;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2628995;8/26/2021;1741553;1227793;9/16/2021;162812,910099998;180906,219099998;C43;Neen|70;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2629000;8/26/2021;1741558;1227798;9/16/2021;163321,441299997;181215,3127;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2629006;8/25/2021;1741561;1227799;9/16/2021;156730,476499997;177701,616500001;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2629781;9/1/2021;1741926;1227973;9/16/2021;147581,375100002;193370,593699999;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2630075;9/3/2021;1742125;1228056;9/16/2021;79745,3300999999;194782,880100001;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2630095;9/1/2021;1742155;1228070;9/16/2021;80421,5900999978;194648,110100001;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
2630097;9/1/2021;1742157;1228071;9/16/2021;80350,5401000008;194700,600099999;C43;Neen|50;Speed limit;Choose from: 5, 10, 15, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120;Key:maxspeed; ; ;1
