TaskID,TaskLink,ChallengeID,ChallengeLink,TaskName,TaskStatus,TaskPriority,MappedOn,CompletionTime,Mapper,ReviewStatus,Reviewer,ReviewedAt,ReviewTimeSeconds,AdditionalReviewers,Comments,BundleId,IsBundlePrimary,Tags
120115535,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115535]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638367","Fixed","High",2021-11-17T13:29:05.532+01:00,125374,"joost schouppe",,"",,"","","","","",""
120115479,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115479]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2631960","Not_An_Issue","High",2021-11-14T17:08:03.637+01:00,572072,"joost schouppe",,"",,"","","joost schouppe: is een ""einde zone 30"", niet een ""alle voortuigen verboden""!","","",""
120115348,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120115348]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635573","Fixed","High",2021-11-14T18:37:21.982+01:00,133670,"Thibault Rommel",,"",,"","","","","",""
120195716,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195716]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2634031","Already_Fixed","High",2021-11-17T19:50:00.813+01:00,36972,"joost schouppe",,"",,"","","","","",""
120195717,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195717]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2634033","Already_Fixed","High",2021-11-17T19:50:15.088+01:00,14130,"joost schouppe",,"",,"","","","","",""
120195721,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195721]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626993","Already_Fixed","High",2021-11-17T19:55:08.347+01:00,13692,"joost schouppe",,"",,"","","","","",""
120195722,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195722]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626997","Already_Fixed","High",2021-11-17T19:55:14.459+01:00,5854,"joost schouppe",,"",,"","","","","",""
120195720,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195720]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626992","Already_Fixed","High",2021-11-17T19:55:25.384+01:00,10706,"joost schouppe",,"",,"","","","","",""
120195719,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195719]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626989","Already_Fixed","High",2021-11-17T19:55:30.895+01:00,5359,"joost schouppe",,"",,"","","","","",""
120195718,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195718]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2626377","Already_Fixed","High",2021-11-18T19:20:00.548+01:00,35594,"Thibault Rommel",,"",,"","","","","",""
120195737,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195737]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627186","Already_Fixed","High",2021-11-17T20:01:03.449+01:00,4802,"joost schouppe",,"",,"","","","","",""
120195731,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195731]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627166","Already_Fixed","High",2021-11-17T20:04:41.184+01:00,18124,"joost schouppe",,"",,"","","","","",""
120195730,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195730]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627164","Already_Fixed","High",2021-11-17T20:04:53.427+01:00,7329,"joost schouppe",,"",,"","","","","",""
120195732,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195732]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627176","Already_Fixed","High",2021-11-17T20:06:30.367+01:00,91655,"joost schouppe",,"",,"","","","","",""
120195733,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195733]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627177","Already_Fixed","High",2021-11-17T20:06:35.392+01:00,4865,"joost schouppe",,"",,"","","","","",""
120195744,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195744]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627195","Already_Fixed","High",2021-11-17T20:00:37.985+01:00,226644,"joost schouppe",,"",,"","","","","",""
120195751,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195751]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627280","Already_Fixed","High",2021-11-17T20:10:54.953+01:00,5359,"joost schouppe",,"",,"","","","","",""
120195756,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195756]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627358","Already_Fixed","High",2021-11-17T19:52:36.350+01:00,16439,"joost schouppe",,"",,"","","","","",""
120195757,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195757]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627364","Already_Fixed","High",2021-11-17T19:52:53.542+01:00,17012,"joost schouppe",,"",,"","","","","",""
120195758,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195758]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627365","Already_Fixed","High",2021-11-17T19:53:03.999+01:00,10302,"joost schouppe",,"",,"","","","","",""
120195760,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195760]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627369","Already_Fixed","High",2021-11-17T19:53:09.642+01:00,5472,"joost schouppe",,"",,"","","","","",""
120195759,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195759]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627368","Already_Fixed","High",2021-11-17T19:53:22.188+01:00,12392,"joost schouppe",,"",,"","","","","",""
120195753,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195753]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627340","Already_Fixed","High",2021-11-17T19:53:30.273+01:00,7931,"joost schouppe",,"",,"","","","","",""
120195754,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195754]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627343","Already_Fixed","High",2021-11-17T19:54:03.775+01:00,33282,"joost schouppe",,"",,"","","","","",""
120195755,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195755]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627350","Already_Fixed","High",2021-11-17T19:54:09.317+01:00,5391,"joost schouppe",,"",,"","","","","",""
120195762,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195762]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628437","Already_Fixed","High",2021-11-17T20:09:47.736+01:00,98657,"joost schouppe",,"",,"","","","","",""
120195791,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195791]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2624246","Fixed","High",2021-11-17T20:17:51.865+01:00,143128,"joost schouppe",,"",,"","","","","",""
120195794,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195794]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637928","Already_Fixed","High",2021-11-18T18:04:29.731+01:00,7198,"Thibault Rommel",,"",,"","","","","",""
120195795,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195795]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638030","Already_Fixed","High",2021-11-18T18:04:39.777+01:00,4752,"Thibault Rommel",,"",,"","","","","",""
120195793,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195793]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637901","Already_Fixed","High",2021-11-18T18:05:01.573+01:00,4975,"Thibault Rommel",,"",,"","","","","",""
120195790,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195790]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635825","Already_Fixed","High",2021-11-18T19:09:10.528+01:00,31041,"Thibault Rommel",,"",,"","","","","",""
120195807,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195807]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627128","Already_Fixed","High",2021-11-17T20:03:39.715+01:00,38776,"joost schouppe",,"",,"","","","","",""
120195808,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195808]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627130","Fixed","High",2021-11-17T20:04:14.201+01:00,3772,"joost schouppe",,"",,"","","","","",""
120195809,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195809]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627167","Already_Fixed","High",2021-11-17T20:04:45.901+01:00,4577,"joost schouppe",,"",,"","","","","",""
120195805,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195805]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627117","Already_Fixed","High",2021-11-17T20:10:22.849+01:00,4789,"joost schouppe",,"",,"","","","","",""
120195801,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195801]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637926","Already_Fixed","High",2021-11-18T18:04:22.392+01:00,6261,"Thibault Rommel",,"",,"","","","","",""
120195798,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195798]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635480","Fixed","High",2021-11-18T19:05:05.330+01:00,35318,"Thibault Rommel",,"",,"","","","","",""
120195799,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195799]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637742","Fixed","High",2021-11-18T19:05:12.008+01:00,6540,"Thibault Rommel",,"",,"","","","","",""
120195797,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195797]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635457","Already_Fixed","High",2021-11-18T19:05:19.985+01:00,7853,"Thibault Rommel",,"",,"","","","","",""
120195803,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195803]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2600758","Fixed","High",2021-11-18T21:08:05.004+01:00,5954,"Thibault Rommel",,"",,"","","","","",""
120195821,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195821]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2625305","Fixed","High",2021-12-02T13:54:16.551+01:00,33451,"joost schouppe",,"",,"","","","","",""
120195811,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195811]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628435","Already_Fixed","High",2021-11-17T20:09:56.970+01:00,9016,"joost schouppe",,"",,"","","","","",""
120195818,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195818]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638023","Already_Fixed","High",2021-11-18T18:03:48.595+01:00,10165,"Thibault Rommel",,"",,"","","","","",""
120195815,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195815]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2633825","Already_Fixed","High",2021-11-18T19:02:20.893+01:00,18539,"Thibault Rommel",,"",,"","","","","",""
120195814,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195814]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2633814","Already_Fixed","High",2021-11-18T19:02:26.943+01:00,5904,"Thibault Rommel",,"",,"","","","","",""
120195816,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195816]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637791","Fixed","High",2021-11-18T19:10:55.099+01:00,4564,"Thibault Rommel",,"",,"","","","","",""
120195823,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195823]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627738","Not_An_Issue","High",2021-11-18T19:17:55.921+01:00,18009,"Thibault Rommel",,"",,"","","","","",""
120195822,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195822]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627735","Fixed","High",2021-11-18T19:18:50.154+01:00,54086,"Thibault Rommel",,"",,"","","","","",""
120195837,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195837]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628324","Already_Fixed","High",2021-11-17T20:59:22.077+01:00,40931,"joost schouppe",,"",,"","","","","",""
120195835,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195835]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627678","Already_Fixed","High",2021-11-17T20:59:52.641+01:00,30427,"joost schouppe",,"",,"","","","","",""
120195836,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195836]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627712","Not_An_Issue","High",2021-11-17T21:00:24.123+01:00,31299,"joost schouppe",,"",,"","","","","",""
120195824,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195824]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628336","Not_An_Issue","High",2021-11-17T21:01:29.273+01:00,64970,"joost schouppe",,"",,"","","","","",""
120195834,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195834]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637301","Not_An_Issue","High",2021-11-18T17:35:26.974+01:00,22152,"joost schouppe",,"",,"","","","","",""
120195828,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195828]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629046","Fixed","High",2021-11-18T18:11:21.325+01:00,328161,"Thibault Rommel",,"",,"","","","","",""
120195825,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195825]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628405","Fixed","High",2021-11-18T18:13:13.126+01:00,21819,"Thibault Rommel",,"",,"","","","","",""
120195831,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195831]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630184","Fixed","High",2021-11-18T18:15:53.262+01:00,160000,"Thibault Rommel",,"",,"","","","","",""
120195832,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195832]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630206","Not_An_Issue","High",2021-11-18T18:55:27.015+01:00,24487,"Thibault Rommel",,"",,"","","","","",""
120195833,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195833]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630360","Too_Hard","High",2021-11-18T20:47:43.501+01:00,1740468,"Jakka",,"",,"","","orchi_osm: https://www.geopunt.be/kaart?viewer_url=https://maps.geopunt.be/resources/apps/Geopunt-kaart_app/index.html?id=8ab260b47cd0b36b017d1effc4fc0145
---
Jakka: niet na te zien
---
orchi_osm: https://www.geopunt.be/kaart?viewer_url=https://maps.geopunt.be/resources/apps/Geopunt-kaart_app/index.html?id=8ab260b47cd0b36b017d1effc4fc0145","","",""
120195826,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195826]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628611","Fixed","High",2021-11-18T21:07:50.999+01:00,246610,"Thibault Rommel",,"",,"","","","","",""
120195845,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195845]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636838","Already_Fixed","High",2021-11-17T20:11:53.309+01:00,57982,"joost schouppe",,"",,"","","","","",""
120195850,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195850]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628885","Fixed","High",2021-11-17T20:15:09.279+01:00,195819,"joost schouppe",,"",,"","","","","",""
120195839,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195839]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628478","Not_An_Issue","High",2021-11-17T21:09:13.501+01:00,464012,"joost schouppe",,"",,"","","","","",""
120195842,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195842]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630926","Not_An_Issue","High",2021-11-18T17:37:55.775+01:00,148636,"joost schouppe",,"",,"","","joost schouppe: zeer vreemde orientatie van dit bord","","",""
120195847,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195847]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638020","Already_Fixed","High",2021-11-18T18:04:01.000+01:00,12273,"Thibault Rommel",,"",,"","","","","",""
120195838,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195838]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628425","Fixed","High",2021-11-18T18:12:50.929+01:00,79425,"Thibault Rommel",,"",,"","","","","",""
120195840,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195840]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629067","Not_An_Issue","High",2021-11-18T18:57:58.882+01:00,151739,"Thibault Rommel",,"",,"","","","","",""
120195841,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195841]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629999","Not_An_Issue","High",2021-11-18T19:01:56.990+01:00,29864,"Thibault Rommel",,"",,"","","","","",""
120195862,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195862]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635909","Fixed","High",2021-12-02T13:42:16.107+01:00,5053,"joost schouppe",,"",,"","","Thibault Rommel: einde niet duidelijk","","",""
120195852,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195852]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638758","Not_An_Issue","High",2021-11-17T13:25:56.479+01:00,19392,"joost schouppe",,"",,"","","joost schouppe: should be filtered away","","",""
120195854,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195854]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638766","Not_An_Issue","High",2021-11-17T13:26:06.318+01:00,9688,"joost schouppe",,"",,"","","joost schouppe: should be filtered","","",""
120195853,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195853]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638765","Not_An_Issue","High",2021-11-17T13:26:11.890+01:00,5434,"joost schouppe",,"",,"","","","","",""
120195855,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195855]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2624742","Fixed","High",2021-11-17T20:57:46.517+01:00,2394506,"joost schouppe",,"",,"","","joost schouppe: andere borden van deze zone lijken te ontbreken","","",""
120195856,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195856]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2624743","Fixed","High",2021-11-17T20:57:51.862+01:00,4999,"joost schouppe",,"",,"","","","","",""
120195859,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195859]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635531","Already_Fixed","High",2021-11-18T19:05:55.043+01:00,34588,"Thibault Rommel",,"",,"","","","","",""
120195863,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195863]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635944","Fixed","High",2021-11-18T19:10:50.400+01:00,6023,"Thibault Rommel",,"",,"","","","","",""
120195861,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195861]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635718","Fixed","High",2021-11-18T19:16:20.608+01:00,185584,"Thibault Rommel",,"",,"","","","","",""
120195857,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195857]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2624907","Fixed","High",2021-11-18T20:52:55.192+01:00,182677,"Thibault Rommel",,"",,"","","","","",""
120195860,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195860]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635710","Fixed","High",2021-11-18T21:13:30.615+01:00,309275,"Thibault Rommel",,"",,"","","Jakka: Kon niet nazien","","",""
120195866,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195866]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637806","Fixed","High",2021-12-02T13:42:03.246+01:00,2315949,"joost schouppe",,"",,"","","Thibault Rommel: einde niet duidelijk","","",""
120195871,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195871]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635928","Fixed","High",2021-12-02T13:42:10.887+01:00,7467,"joost schouppe",,"",,"","","Thibault Rommel: einde niet duidelijk","","",""
120195873,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195873]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636815","Fixed","High",2021-11-17T13:25:36.878+01:00,4659,"joost schouppe",,"",,"","","","","",""
120195877,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195877]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630014","Fixed","High",2021-11-18T18:54:55.277+01:00,2341880,"Thibault Rommel",,"",,"","","","","",""
120195879,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195879]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630088","Fixed","High",2021-11-18T19:01:07.858+01:00,160639,"Thibault Rommel",,"",,"","","","","",""
120195875,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195875]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637812","Fixed","High",2021-11-18T19:10:37.992+01:00,87325,"Thibault Rommel",,"",,"","","","","",""
120195869,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195869]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635700","Fixed","High",2021-11-18T19:16:23.876+01:00,3127,"Thibault Rommel",,"",,"","","","","",""
120195868,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195868]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628621","Fixed","High",2021-11-18T21:02:55.907+01:00,15406,"Thibault Rommel",,"",,"","","","","",""
120195870,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195870]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635765","Fixed","High",2021-11-18T21:13:38.011+01:00,7244,"Thibault Rommel",,"",,"","","","","",""
120195888,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195888]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2637294","Already_Fixed","High",2021-11-18T17:34:58.419+01:00,63443,"joost schouppe",,"",,"","","","","",""
120195893,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195893]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638022","Already_Fixed","High",2021-11-18T18:03:38.275+01:00,41863,"Thibault Rommel",,"",,"","","","","",""
120195890,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195890]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2630407","Already_Fixed","High",2021-11-18T19:01:22.367+01:00,7444,"Thibault Rommel",,"",,"","","","","",""
120195889,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195889]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2635607","Fixed","High",2021-11-18T19:08:39.335+01:00,164162,"Thibault Rommel",,"",,"","","","","",""
120195886,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195886]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638442","Already_Fixed","High",2021-11-18T19:17:24.564+01:00,17599,"Thibault Rommel",,"",,"","","","","",""
120195885,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195885]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629753","Fixed","High",2021-11-18T21:02:28.459+01:00,323301,"Thibault Rommel",,"",,"","","","","",""
120195884,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195884]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628622","Fixed","High",2021-11-18T21:03:09.013+01:00,12700,"Thibault Rommel",,"",,"","","","","",""
120195882,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195882]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628601","Fixed","High",2021-11-18T21:07:58.874+01:00,4764,"Thibault Rommel",,"",,"","","","","",""
120195899,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195899]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2627129","Fixed","High",2021-11-17T20:04:10.249+01:00,30018,"joost schouppe",,"",,"","","","","",""
120195901,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195901]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2628436","Already_Fixed","High",2021-11-17T20:10:01.740+01:00,4586,"joost schouppe",,"",,"","","","","",""
120195894,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195894]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2638031","Already_Fixed","High",2021-11-18T18:04:45.070+01:00,5155,"Thibault Rommel",,"",,"","","","","",""
120195895,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195895]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2600759","Fixed","High",2021-11-18T20:57:04.774+01:00,10749,"Thibault Rommel",,"",,"","","","","",""
120195820,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195820]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2621934","Already_Fixed","High",2021-11-17T13:13:48.968+01:00,4126,"joost schouppe",,"",,"","","","","",""
120195887,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195887]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2622163","Fixed","High",2021-11-17T13:11:47.355+01:00,3686,"joost schouppe",,"",,"","","","","",""
120195865,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195865]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2636814","Fixed","High",2021-11-17T13:25:32.074+01:00,5906,"joost schouppe",,"",,"","","","","",""
120195880,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195880]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2632703","Not_An_Issue","High",2021-11-17T13:24:00.703+01:00,6630,"joost schouppe",,"",,"","","","","",""
120195827,[[hyperlink URL link=https://maproulette.org/challenge/23548/task/120195827]],23548,[[hyperlink URL link=https://maproulette.org/browse/challenges/23548]],"2629014","Already_Fixed","High",2021-11-17T13:26:44.455+01:00,32344,"joost schouppe",,"",,"","","","","",""
